?x	?xl	?p	?pl	?y	?yl
<http://purl.obolibrary.org/obo/ENVO_03000038>	"cryoconite deposit"@en	<http://purl.obolibrary.org/obo/RO_0002353>	"output of"@en	<http://purl.obolibrary.org/obo/ENVO_03000020>	"aeolian transport process"@en
<http://purl.obolibrary.org/obo/ENVO_02000123>	"paint"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001548>	"quality of a liquid"
<http://purl.obolibrary.org/obo/ENVO_01000075>	"marine thermocline"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00001999>	"marine water body"
<http://purl.obolibrary.org/obo/ENVO_03000082>	"thermokarst lake"@en	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_03000086>	"permafrost thawing process"@en
<http://purl.obolibrary.org/obo/ENVO_00005798>	"acid dune sand"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000170>	"dune"
<http://purl.obolibrary.org/obo/ENVO_00000550>	"range of seamounts"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000264>	"seamount"
<http://purl.obolibrary.org/obo/ENVO_03000084>	"thermokarst depression"@en	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_03000086>	"permafrost thawing process"@en
<http://purl.obolibrary.org/obo/ENVO_03000114>	"seasonal snow patch"@en	<http://purl.obolibrary.org/obo/RO_0000056>	"participates in"@en	<http://purl.obolibrary.org/obo/ENVO_03000099>	"seasonal melting process"@en
<http://purl.obolibrary.org/obo/ENVO_00000070>	"construction"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000983>	"technosphere"@en
<http://purl.obolibrary.org/obo/ENVO_00000548>	"gravel field"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000018>	"gravel"
<http://purl.obolibrary.org/obo/ENVO_02000022>	"excreta"	<http://purl.obolibrary.org/obo/RO_0000087>	"has role"@en	<http://purl.obolibrary.org/obo/ENVO_01000665>	"waste role"@en
<http://purl.obolibrary.org/obo/ENVO_00000148>	"riffle"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000023>	"stream"
<http://purl.obolibrary.org/obo/ENVO_01000373>	"biological waste material"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_00002873>	"organic waste material"
<http://purl.obolibrary.org/obo/ENVO_01000399>	"tropical needleleaf forest"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000204>	"tropical"
<http://purl.obolibrary.org/obo/ENVO_00000430>	"dirt cone"	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000293>	"ice mass"
<http://purl.obolibrary.org/obo/ENVO_09200003>	"atmospheric wind intensity"	<http://purl.obolibrary.org/obo/RO_0000052>	"inheres in"@en	<http://purl.obolibrary.org/obo/ENVO_01000793>	"atmospheric wind"@en
<http://purl.obolibrary.org/obo/ENVO_03000041>	"brine channel"@en	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_03000042>	"brine channel formation process"@en
<http://purl.obolibrary.org/obo/ENVO_01000682>	"glacial abrasion"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_00001995>	"rock"
<http://purl.obolibrary.org/obo/ENVO_01000719>	"snowmelt"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_00002011>	"fresh water"
<http://purl.obolibrary.org/obo/ENVO_01000542>	"ozone layer"@en	<http://purl.obolibrary.org/obo/envo#has_increased_levels_of>		<http://purl.obolibrary.org/obo/CHEBI_25812>	"ozone"
<http://purl.obolibrary.org/obo/ENVO_01000211>	"temperate coniferous forest biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000206>	"temperate"
<http://purl.obolibrary.org/obo/ENVO_00000062>	"populated place"	<http://purl.obolibrary.org/obo/RO_0001015>	"location of"@en	<http://purl.obolibrary.org/obo/NCBITaxon_9606>	"Homo sapiens"
<http://purl.obolibrary.org/obo/ENVO_01000821>	"photosphere"@en	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000801>	"star"@en
<http://purl.obolibrary.org/obo/ENVO_01000272>	"mudstone"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en	<http://purl.obolibrary.org/obo/ENVO_01000001>	"mud"
<http://purl.obolibrary.org/obo/ENVO_01000213>	"subtropical shrubland biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000205>	"subtropical"
<http://purl.obolibrary.org/obo/ENVO_01000199>	"mediterranean forest biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000207>	"mediterranean"
<http://purl.obolibrary.org/obo/ENVO_01001038>	"moderately saline water"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001657>	"increased osmolarity"
<http://purl.obolibrary.org/obo/ENVO_02000008>	"cell culture"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/CLO_0000031>	"cell line"@en
<http://purl.obolibrary.org/obo/ENVO_01000185>	"montane desert biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000342>	"montane"
<http://purl.obolibrary.org/obo/ENVO_01000839>	"combustion process"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_01000838>	"smoke"@en
<http://purl.obolibrary.org/obo/ENVO_03000104>	"snow drift formation"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_03000027>	"powdery snow"@en
<http://purl.obolibrary.org/obo/ENVO_00000013>	"cave system"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000067>	"cave"
<http://purl.obolibrary.org/obo/ENVO_00000529>	"beach ridge"	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_00000091>	"beach"
<http://purl.obolibrary.org/obo/ENVO_01000443>	"salt mass"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000508>	"salt material"@en
<http://purl.obolibrary.org/obo/ENVO_01000772>	"rural area"@en	<http://purl.obolibrary.org/obo/RO_0002131>	"overlaps"@en	<http://purl.obolibrary.org/obo/ENVO_01001305>	"vegetated area"
<http://purl.obolibrary.org/obo/ENVO_01000962>	"diatomite"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/CHEBI_30187>	"aluminium oxide"
<http://purl.obolibrary.org/obo/ENVO_02500002>	"flooding"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01000635>	"land"@en
<http://purl.obolibrary.org/obo/ENVO_01000781>	"public building"@en	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000779>	"public infrastructure"@en
<http://purl.obolibrary.org/obo/ENVO_01000324>	"planetary surface"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000800>	"planet"@en
<http://purl.obolibrary.org/obo/ENVO_2000005>	"freshwater algal bloom"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_00000873>	"freshwater biome"
<http://purl.obolibrary.org/obo/ENVO_00000332>	"doline"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000175>	"karst"
<http://purl.obolibrary.org/obo/ENVO_01000898>	"atmospheric lightning"@en	<http://purl.obolibrary.org/obo/BFO_0000066>	"occurs in"@en	<http://purl.obolibrary.org/obo/ENVO_01000267>	"atmosphere"
<http://purl.obolibrary.org/obo/ENVO_01000662>	"scoria"@en	<http://purl.obolibrary.org/obo/RO_0002353>	"output of"@en	<http://purl.obolibrary.org/obo/ENVO_01000634>	"volcanic eruption"@en
<http://purl.obolibrary.org/obo/ENVO_00000339>	"piece of rock"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en	<http://purl.obolibrary.org/obo/ENVO_00001995>	"rock"
<http://purl.obolibrary.org/obo/ENVO_01001083>	"cloud formation process"@en	<http://purl.obolibrary.org/obo/BFO_0000066>	"occurs in"@en	<http://purl.obolibrary.org/obo/ENVO_01000267>	"atmosphere"
<http://purl.obolibrary.org/obo/ENVO_01000634>	"volcanic eruption"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/CHEBI_18422>	"sulfur dioxide"
<http://purl.obolibrary.org/obo/ENVO_00002138>	"beach sand"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00002199>	"sandy beach"
<http://purl.obolibrary.org/obo/ENVO_01000681>	"sodium chloride salt"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/CHEBI_26710>	"sodium chloride"
<http://purl.obolibrary.org/obo/ENVO_00002005>	"air"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001547>	"quality of a gas"
<http://purl.obolibrary.org/obo/ENVO_00012408>	"aquifer"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000328>	"vadose zone"
<http://purl.obolibrary.org/obo/ENVO_01000993>	"manufacturing process"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_00003074>	"manufactured product"
<http://purl.obolibrary.org/obo/ENVO_01000998>	"environmental system determined by a material"@en	<http://purl.obolibrary.org/obo/RO_0002507>	"determined by"	<http://purl.obolibrary.org/obo/ENVO_00010483>	"environmental material"
<http://purl.obolibrary.org/obo/ENVO_01001031>	"environment determined by a plant substance"@en	<http://purl.obolibrary.org/obo/RO_0002507>	"determined by"	<http://purl.obolibrary.org/obo/PO_0025161>	"portion of plant substance"
<http://purl.obolibrary.org/obo/ENVO_00000473>	"gravel pit"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000018>	"gravel"
<http://purl.obolibrary.org/obo/ENVO_02000100>	"mineral dust"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en	<http://purl.obolibrary.org/obo/ENVO_01000256>	"mineral material"
<http://purl.obolibrary.org/obo/ENVO_01000820>	"pedosphere"@en	<http://purl.obolibrary.org/obo/RO_0002131>	"overlaps"@en	<http://purl.obolibrary.org/obo/ENVO_01000819>	"hydrosphere"@en
<http://purl.obolibrary.org/obo/ENVO_01000739>	"habitat"@en	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000817>	"biosphere"@en
<http://purl.obolibrary.org/obo/ENVO_01000740>	"area of perennial water ice"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000323>	"atmospheric boundary layer"
<http://purl.obolibrary.org/obo/ENVO_01000124>	"marine supra-littoral zone"	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000410>	"marine eulittoral zone"
<http://purl.obolibrary.org/obo/ENVO_01000656>	"effusive eruption"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_01000231>	"lava"
<http://purl.obolibrary.org/obo/ENVO_00000247>	"volcano"	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_01000634>	"volcanic eruption"@en
<http://purl.obolibrary.org/obo/ENVO_03000068>	"nilas"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"
<http://purl.obolibrary.org/obo/ENVO_03000075>	"shuga"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0000963>	"opaque"
<http://purl.obolibrary.org/obo/ENVO_03000002>	"firn"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001759>	"granular"
<http://purl.obolibrary.org/obo/ENVO_00002015>	"volcanic rock"	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_01000634>	"volcanic eruption"@en
<http://purl.obolibrary.org/obo/ENVO_00005792>	"underground water"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_01000941>	"planetary subsurface zone"@en
<http://purl.obolibrary.org/obo/ENVO_01000688>	"lake coast"@en	<http://purl.obolibrary.org/obo/RO_0002131>	"overlaps"@en	<http://purl.obolibrary.org/obo/ENVO_00000020>	"lake"
<http://purl.obolibrary.org/obo/ENVO_01000309>	"cold environment"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001306>	"decreased temperature"
<http://purl.obolibrary.org/obo/ENVO_00005758>	"alluvial swamp soil"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000233>	"swamp"
<http://purl.obolibrary.org/obo/ENVO_01000648>	"magma"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001305>	"increased temperature"
<http://purl.obolibrary.org/obo/ENVO_00002007>	"sediment"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001759>	"granular"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"silt"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001759>	"granular"
<http://purl.obolibrary.org/obo/ENVO_01000546>	"exosphere"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000541>	"thermosphere"
<http://purl.obolibrary.org/obo/ENVO_00000023>	"stream"	<http://purl.obolibrary.org/obo/RO_0002150>	"continuous with"@en	<http://purl.obolibrary.org/obo/ENVO_01000650>	"stream channel"@en
<http://purl.obolibrary.org/obo/ENVO_03000013>	"cirque glacier"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0000587>	"decreased size"
<http://purl.obolibrary.org/obo/ENVO_01000494>	"thatched exterior wall"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000473>	"thatch"
<http://purl.obolibrary.org/obo/ENVO_01001023>	"radiation"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_00010483>	"environmental material"
<http://purl.obolibrary.org/obo/ENVO_00002003>	"feces"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/UBERON_0001988>	"feces"
<http://purl.obolibrary.org/obo/ENVO_00000552>	"talik"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000635>	"land"@en
<http://purl.obolibrary.org/obo/ENVO_01000396>	"tropical sclerophyllous dry forest"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000204>	"tropical"
<http://purl.obolibrary.org/obo/ENVO_01000955>	"desert tree line ecotone"@en	<http://purl.obolibrary.org/obo/RO_0002131>	"overlaps"@en	<http://purl.obolibrary.org/obo/ENVO_01000179>	"desert biome"
<http://purl.obolibrary.org/obo/ENVO_03000067>	"pancake ice"@en	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_03000044>	"sea ice formation process"@en
<http://purl.obolibrary.org/obo/PCO_0000001>	"population"	<http://purl.obolibrary.org/obo/RO_0002303>	"has habitat"	<http://purl.obolibrary.org/obo/ENVO_01000739>	"habitat"@en
<http://purl.obolibrary.org/obo/ENVO_01000280>	"ecozone"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_01000817>	"biosphere"@en
<http://purl.obolibrary.org/obo/ENVO_00002018>	"sewage"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_00002276>	"animal waste material"
<http://purl.obolibrary.org/obo/ENVO_01000846>	"water ice crystal"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"
<http://purl.obolibrary.org/obo/ENVO_01001019>	"hypereutrophic lake"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01001018>	"hypereutrophic water"@en
<http://purl.obolibrary.org/obo/ENVO_03000031>	"iceberg calving process"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_00000133>	"glacier"
<http://purl.obolibrary.org/obo/ENVO_01000301>	"estuarine water"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00002137>	"brackish estuary"
<http://purl.obolibrary.org/obo/ENVO_01000798>	"plasma"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001547>	"quality of a gas"
<http://purl.obolibrary.org/obo/ENVO_01000730>	"lava flow process"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01000231>	"lava"
<http://purl.obolibrary.org/obo/ENVO_03000006>	"glacial erosion process"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01000635>	"land"@en
<http://purl.obolibrary.org/obo/ENVO_01000910>	"soil biocrust"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00001998>	"soil"
<http://purl.obolibrary.org/obo/ENVO_03000118>	"atmosphere and water column exposed melt pond"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000540>	"troposphere"
<http://purl.obolibrary.org/obo/ENVO_00000040>	"waterfall"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000023>	"stream"
<http://purl.obolibrary.org/obo/ENVO_01000801>	"star"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000798>	"plasma"@en
<http://purl.obolibrary.org/obo/ENVO_03000060>	"first year ice formation process"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_03000071>	"first year ice"@en
<http://purl.obolibrary.org/obo/ENVO_01000276>	"ecoregion"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000280>	"ecozone"
<http://purl.obolibrary.org/obo/ENVO_01000634>	"volcanic eruption"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/CHEBI_17883>	"hydrogen chloride"
<http://purl.obolibrary.org/obo/ENVO_01000913>	"nucleation of cloud condensation"@en	<http://purl.obolibrary.org/obo/RO_0002418>	"causally upstream of or within"	<http://purl.obolibrary.org/obo/ENVO_01001083>	"cloud formation process"@en
<http://purl.obolibrary.org/obo/ENVO_00000171>	"river valley"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000022>	"river"
<http://purl.obolibrary.org/obo/ENVO_01000824>	"exorheic lake"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_00002011>	"fresh water"
