?label	?definition	?exactSynonym	?broadSynonym	?narrowSynonym	?relatedSynonym	?subsetType	?uri
"nest of ant"	"A pile of earth, sand, pine needles, or clay or a composite of these and other materials that build up at the entrances of the subterranean dwellings of ant colonies as they are excavated. A colony is built and maintained by legions of worker ants, who carry tiny bits of dirt and pebbles in their mandibles and deposit them near the exit of the colony. They normally deposit the dirt or vegetation at the top of the hill to prevent it from sliding back into the colony, but in some species they actively sculpt the materials into specific shapes, and may create nest chambers within the mound."	"ant's nest|ant nest"			"ant hill"		"http://purl.obolibrary.org/obo/ENVO_00005804"
"nest of bird"	"A bird nest is the spot in which a bird lays and incubates its eggs and raises its young."	"bird's nest|bird nest"		"eyrie"			"http://purl.obolibrary.org/obo/ENVO_00005805"
"nest of crocodile"	"An animal habitation that is constructed by organisms in the family Crocodylidae (crocodiles)."	"crocodile nest"					"http://purl.obolibrary.org/obo/ENVO_02000165"
"nest of termite"	"An animal habitation constructed by termites. Termite workers build and maintain nests which house the colony. These are elaborate structures made using a combination of soil, mud, chewed wood/cellulose, saliva, and faeces. A nest has many functions such as providing a protected living space and water conservation (through controlled condensation)."	"termite nest"					"http://purl.obolibrary.org/obo/ENVO_2000006"
"nest of wasp"	"An animal habitation that is assembled by a wasp. These may be in the ground, in wall cavities, or in sheltered areas."						"http://purl.obolibrary.org/obo/ENVO_02000172"
"nesting material"	"Nesting material is an animal habitation consisting of matierals used to cushion, insulate and protect the young of the organism. The adult will use the material to form a protective structure to house and raise their young. Nests are built primarily by birds, but also by mammals, fish, insects and reptiles."						"http://purl.obolibrary.org/obo/ENVO_02000004"
"net shortwave radiation"	"Energy which has been absorbed by an astronomical body or its parts following that body's irradiation by shortwave radiation from a star."	"absorbed shortwave radiation"					"http://purl.obolibrary.org/obo/ENVO_06105265"
"neurology unit facility"	"A hospital unit facility which is used to provide neurological medical services."	"neurology ward|general neurology ward|general neurology unit"					"http://purl.obolibrary.org/obo/ENVO_03501162"
"neutral hot spring"	"A neutral spring through which groundwater, heated by geothermal energy, flows."						"http://purl.obolibrary.org/obo/ENVO_00002181"
"neutral occluded front"	"An occluded front which is 1) adjacent to a cold and a warm front with no appreciable difference between the temperatures of their bordering air masses and 2) which creates a pressure trough, a wind-shift line, a band of cloudiness, and precipitation at the surface of the astronomical body."					"http://purl.obolibrary.org/obo/envo#envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001717"
"neutral spring"	"A spring through which water with a neutral pH flows."						"http://purl.obolibrary.org/obo/ENVO_01001897"
"neve"	"Partially compacted granular snow, which has undergone several cycles of melting and refreezing while being compacted, usually found on the atmosphere-exposed surface of a glacier."	"névé"				"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000000"
"new ice"	"Water ice which is formed from freezing water and is suspended in a water body."					"http://purl.obolibrary.org/obo/envo#envoPolar|http://purl.obolibrary.org/obo/ENVO_03605019"	"http://purl.obolibrary.org/obo/ENVO_03000063"
"new ice formation process"	"An ice formation process during which water is frozen into a form of new ice such as frazil, grease ice, slush, or shuga."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000056"
"nilas"	"A sea ice floe which is thin, elastic, continuous, and of a transparent gray color, which results from the freezing of new ice."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000068"
"nilas formation process"	"A sea ice formation process during which new ice crystals freeze together, forming nilas, a thin, elastic, continuous, ice sheet of a transparent gray color."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000058"
"nimbostratus cloud"	"A cloud which 1) occurs in the form of a layer, 2) is composed of water droplets (sometimes supercooled) and raindrops, or snow crystals and snowflakes, or of a mixture of these liquid and solid particles, 3) is located in the middle level of the atmosphere (middle étage)."	"Nimbostratus-Wolke|Regen-schichtwolke"				"http://purl.obolibrary.org/obo/envo#envoCloudAtlas|http://purl.obolibrary.org/obo/envo#envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001411"
"nitisol"	"Nitisols are deep, well-drained, red, tropical soils with diffuse horizon boundaries and a subsurface horizon with more than 30 percent clay and moderate to strong angular blocky structure elements that easily fall apart into characteristic shiny, polyhedric (nutty) elements. Weathering is relatively advanced but Nitisols are far more productive than most other red, tropical soils."					"http://purl.obolibrary.org/obo/ENVO_03605015"	"http://purl.obolibrary.org/obo/ENVO_00002247"
"nitrate-reducing sediment"	"Sediment hosting and characterised by active nitrate reducing microbial communities."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000135"
"nitrobenzene enriched sediment"	"Organically enriched sediment which has increased levels of nitrobenzene."						"http://purl.obolibrary.org/obo/ENVO_00002182"
"nitrogen cycling"	"A biogeochemical cycle which has nitrogen-bearing chemical entities as participants."				"nitrogen cycle"	"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01001330"
"nitrogen-oxygen planetary atmosphere"	"A planetary atmosphere which is composted primarily of dinitrogen and dioxygen gas."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000811"
"nival"	"An altitudinal condition which inheres in a bearer by virtue of the bearer having extremely limited vegetation cover, silica-enriched soils, and ground cover dominated by snow and ice at altitudes above the snowline."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000344"
"nival ecosystem"		"An ecosystem which is subject to nival environmental conditions."					"http://purl.obolibrary.org/obo/ENVO_01001938"
"nivation"	"A material transformation process during which recently precipitated, powdery snow transitions into firn or névé through compaction and/or through cycles of freezing and thawing."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000003"
"noise"	"An energy transfer process that moves vibrations through a medium, such as air or water, that is received and perceived by an organism and considered unpleasant, loud, or disruptive."						"http://purl.obolibrary.org/obo/ENVO_03500022"
"noisy environment"	"An environment in which entities are exposed to either excessive or constant sound."						"http://purl.obolibrary.org/obo/ENVO_03500007"
"non-hydraulic cement"	"Non-hydraulic cement is a cement which sets by reacting with carbon dioxide in the air and will not set in wet conditions or underwater. It is susceptible to attack by aggresive chemicals after setting."						"http://purl.obolibrary.org/obo/ENVO_01000464"
"non-lead solder"	"A solder which is composed without lead."						"http://purl.obolibrary.org/obo/ENVO_03500020"
"non-saline aerosol environment"	"An environmental system which has its properties and dynamics determined by an aerosol with a low concentration of dissolved solutes."					"http://purl.obolibrary.org/obo/envo#envoOmics|http://purl.obolibrary.org/obo/envo#envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001054"
"non-saline environment"						"http://purl.obolibrary.org/obo/envo#envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001003"
"non-saline planetary subsurface environment"	"An environmental system which has its properties and dynamics determined by those parts of a planetary subsurface zone which are not saline."					"http://purl.obolibrary.org/obo/envo#envoOmics|http://purl.obolibrary.org/obo/envo#envoMeo|http://purl.obolibrary.org/obo/envo#envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001047"
"non-saline sediment environment"	"An environmental system which has its properties and dynamics determined by sediment permeated by non-saline water."					"http://purl.obolibrary.org/obo/envo#envoEmpo|http://purl.obolibrary.org/obo/envo#envoOmics"	"http://purl.obolibrary.org/obo/ENVO_01001049"
"nuclear energy"	"potential energy that binds nucleons to form the atomic nucleus (and nuclear reactions)."						"http://purl.obolibrary.org/obo/ENVO_2000025"
"nuclear power plant"	"A nuclear power plant is a power plant which uses heat generated by a radioactive decay in a nuclear reactor to convert water into steam in order to drive turbines in electrical generators through pressure."						"http://purl.obolibrary.org/obo/ENVO_00002271"
"nuclear power reactor"	"A nuclear reactor which is used as a source of power."	"power reactor"					"http://purl.obolibrary.org/obo/ENVO_02000137"
"nuclear reactor"	"A human construction which is used to initiate and control a fission nuclear chain reaction or nuclear fusion reactions."						"http://purl.obolibrary.org/obo/ENVO_02000133"
"nuclear weapons test site"	"A weapons test site at which nuclear weapons are, or have been, tested."						"http://purl.obolibrary.org/obo/ENVO_00000560"
"nucleation of cloud condensation"	"A process during which a solid particle or liquid droplet catalyses the condensation of water vapour in an atmosphere."	"cloud seeding process"					"http://purl.obolibrary.org/obo/ENVO_01000913"
"nunatak"	"The exposed summit of a ridge, mountain, or peak not covered with ice or snow within an ice field or glacier. The term is typically used in areas where a permanent ice mass is present."		"glacier feature"		"nunataks|nunatak|peak|mountain summit"	"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000181"
"nurdle"	"A plastic pellet which is produced such that its size allows it to be rapidly melted and used as input for further downstream manufacturing processes."					"http://purl.obolibrary.org/obo/envo#envoPlastics"	"http://purl.obolibrary.org/obo/ENVO_01000777"
"nurse call button"	"A switch which allows patients in health care settings to alert a nurse or other health care staff member."	"nurse call cord"					"http://purl.obolibrary.org/obo/ENVO_03501215"
"nursing home"	"A building in which nursing aides and skilled nurses provide care and treatment to residents who have significant difficulty coping with the required activities of daily living."	"care home|convalescent home|rest home"	"long-term care facility|skilled nursing facility|intermediate care facility|old people's home"				"http://purl.obolibrary.org/obo/ENVO_01000932"
